Gene,logFC,logCPM,p value,FDR
GRHL3,-1.732689588,6.121837232,2.97E-147,8.80E-146
KLHL5,1.555038483,6.305994648,5.18E-146,1.53E-144
MREG,-1.992839103,6.097488089,1.34E-145,3.95E-144
KISS1R,-2.104289033,4.865130662,2.99E-145,8.78E-144
SERPINB9,-1.626422397,6.015375952,5.27E-145,1.55E-143
BPGM,-1.555677303,6.502801211,6.15E-145,1.80E-143
TLE3,-1.441468956,8.729673903,9.82E-145,2.87E-143
DOPEY2,-1.491159186,7.20313772,1.01E-144,2.94E-143
ATXN1,1.633098103,6.243832049,1.01E-144,2.94E-143
ABCA1,1.653653798,6.133117258,1.03E-144,2.99E-143
ACSL1,-2.321782475,4.347228595,2.41E-144,6.97E-143
GPR37,2.116903877,4.882612124,4.68E-144,1.35E-142
KLF11,-1.804404579,5.776927335,2.76E-143,7.95E-142
MTM1,-1.931922004,5.144541365,3.74E-143,1.08E-141
ITGA1,-1.55538472,6.637038516,3.76E-143,1.08E-141
SERINC5,-1.452903683,6.673143581,5.74E-143,1.64E-141
SYNE3,1.905690306,5.650480481,6.11E-143,1.75E-141
B2M,1.584482989,8.823675293,1.38E-142,3.94E-141
PLEKHA6,-1.418703214,9.857517466,1.81E-142,5.14E-141
GDE1,-1.494001323,7.526965216,8.72E-142,2.48E-140
ARID3A,-1.411838251,10.26903675,1.18E-141,3.34E-140
PSMB8,1.963074325,5.149376088,1.33E-141,3.75E-140
NUCB2,-1.773315015,6.440629473,1.53E-141,4.31E-140
OLR1,1.901005223,5.38848617,1.78E-141,5.02E-140
TOM1,-1.458020301,7.517788299,2.47E-141,6.93E-140
NCOA2,-1.481955032,6.880421109,3.49E-141,9.79E-140
ACTA1,1.737754278,6.868401008,8.81E-141,2.46E-139
COL17A1,3.304058008,3.388840997,2.05E-140,5.71E-139
COL9A3,2.403128716,7.468801619,2.63E-140,7.32E-139
TYRO3,-1.495433991,8.775459975,4.92E-140,1.37E-138
PDLIM3,-2.569303525,3.958603016,1.29E-139,3.58E-138
TLE4,-2.059292112,5.414939133,1.57E-139,4.34E-138
OCEL1,-2.343480684,4.673130134,2.55E-139,7.05E-138
NECTIN2,1.534533844,6.692883152,3.44E-139,9.48E-138
HBP1,-1.64961993,6.497581823,4.71E-139,1.29E-137
ARHGEF37,-2.893701842,3.685049057,7.14E-139,1.96E-137
LARGE2,1.627962488,6.048538743,2.22E-138,6.09E-137
TBX20,-2.546814971,4.132886418,7.45E-138,2.04E-136
TRIB1,-1.557468994,6.341941684,3.47E-137,9.46E-136
IRF1,1.826610663,5.166149639,1.02E-136,2.77E-135
GPC1,-1.554063337,8.888840994,1.11E-136,3.01E-135
RICTOR,-1.533234261,7.209488312,1.18E-136,3.19E-135
S100A16,2.46834681,4.213258411,1.83E-136,4.96E-135
PTPRG,1.833479164,5.682639281,2.33E-136,6.30E-135
TTC39A,1.792839645,5.258371656,3.52E-136,9.49E-135
PVR,2.132384019,5.061788918,5.37E-136,1.44E-134
GSDME,3.15148736,3.82726601,1.30E-135,3.48E-134
TMEM40,-2.035462795,4.80182328,1.32E-135,3.54E-134
FIBCD1,-4.115710997,2.852499868,1.57E-135,4.19E-134
TNIP2,-1.521250177,7.099907254,6.28E-135,1.68E-133
DIP2B,-1.298456589,8.383546917,7.89E-135,2.10E-133
PHLPP1,-1.460509501,6.98100817,1.17E-134,3.10E-133
SGTA,-1.400625966,7.119249513,2.06E-134,5.46E-133
PACSIN2,-1.388204509,7.663386494,2.56E-134,6.79E-133
SKP2,1.254713697,9.238898991,5.18E-134,1.37E-132
FBLN2,1.327258277,8.054946539,7.91E-134,2.09E-132
ADCK2,-1.798896835,7.167438679,2.36E-133,6.21E-132
OVOL2,3.896673266,3.678216201,2.82E-133,7.40E-132
DYRK2,-1.591004792,6.66324627,2.94E-133,7.71E-132
KRT17,1.764147045,7.190743219,1.01E-132,2.64E-131
ARF6,-1.452557283,7.752813422,1.02E-132,2.66E-131
MIDN,-1.888491989,6.738055115,1.02E-132,2.66E-131
AFF1-AS1,-3.278505085,3.131921872,1.46E-132,3.80E-131
B3GNT3,1.67224137,5.610574956,1.74E-132,4.52E-131
VLDLR,1.75516775,5.71842214,2.07E-132,5.36E-131
SOAT1,1.403063559,6.886143032,2.12E-132,5.47E-131
TOP1MT,-1.934807352,5.240541209,2.47E-132,6.37E-131
ACTN1,1.421384267,8.910281517,2.77E-132,7.12E-131
NCAM1,2.576572663,3.969210479,1.01E-131,2.59E-130
EIF3A,-1.249399653,8.826828893,1.99E-131,5.11E-130
RHOV,-2.968752025,3.51155502,9.96E-131,2.55E-129
EDEM1,-1.350237162,7.114528262,1.04E-130,2.67E-129
ZC3H11A,-1.431508754,8.485595533,1.80E-130,4.58E-129
INAFM2,2.037097092,4.927296608,4.28E-129,1.09E-127
DHCR7,-1.425097882,6.959213173,1.45E-128,3.69E-127
FANCA,-1.698792327,6.292069668,5.60E-128,1.42E-126
FGF18,-5.189558338,2.477911788,6.72E-128,1.70E-126
TPM2,2.115226587,4.578978196,8.89E-128,2.25E-126
C1orf106,1.539521137,6.014916249,1.15E-127,2.90E-126
GLDN,-2.274725679,4.264537388,2.71E-127,6.82E-126
MARCKSL1,1.853888672,5.344498125,3.99E-127,1.00E-125
CABLES1,2.065779417,4.870507245,5.39E-127,1.35E-125
TNS3,-1.276240017,9.110678747,6.43E-127,1.61E-125
SLC30A1,-1.473179253,6.667012755,1.36E-126,3.40E-125
FOXO6,-2.083073918,5.829110901,1.71E-126,4.26E-125
NFKBIA,-1.321734079,7.302189203,1.76E-126,4.37E-125
CHN2,1.752687567,5.616516167,2.15E-126,5.34E-125
MISP3,-2.642826924,3.613233508,2.25E-126,5.58E-125
SEMA6A,-1.931332651,6.320993264,2.99E-126,7.39E-125
IGSF8,-1.25491983,8.579646597,6.21E-126,1.53E-124
MAML3,-1.811478035,5.380741216,6.79E-126,1.67E-124
MARK2,-1.623360198,6.83395267,1.70E-125,4.18E-124
FAM110A,2.062477279,4.725773712,2.54E-125,6.23E-124
AKR1B10,4.585825102,2.70730458,3.36E-125,8.23E-124
CRYBA2,2.149204002,4.789679186,3.75E-125,9.17E-124
PHLDA2,-1.848549724,6.028830866,7.40E-125,1.81E-123
TDRP,-1.42574858,7.913999257,1.07E-124,2.62E-123
IFI6,1.744414057,8.05216314,4.70E-124,1.14E-122
FTCD,-6.068539389,2.288701484,5.15E-124,1.25E-122
FLVCR2,-1.325532982,7.218310678,8.54E-124,2.07E-122
DVL3,-1.434870121,8.363445343,1.60E-123,3.87E-122
OSBP,-1.475841468,6.357829311,2.27E-123,5.49E-122
HSPA5,-1.273409938,9.460268522,2.92E-123,7.04E-122
MAGI1,-1.465435371,6.925564545,5.13E-123,1.23E-121
ASAP3,1.449576937,6.13387576,5.28E-123,1.27E-121
ZNF778,-1.68092621,5.091306646,6.51E-123,1.56E-121
GLUD1,1.36625493,6.641715501,2.51E-122,6.00E-121
ZBTB7B,-1.351846859,8.843820982,6.20E-122,1.48E-120
P4HB,-1.208843356,9.985706639,1.28E-121,3.06E-120
FLNA,1.291773076,11.00390516,2.69E-121,6.39E-120
RARRES3,3.640864039,3.122172862,3.41E-121,8.09E-120
RNASEH2C,-1.552374042,6.455170962,3.43E-121,8.13E-120
CRIP1,-1.980366209,6.193347818,3.74E-121,8.85E-120
LINC01140,-3.871864636,2.569622796,3.77E-121,8.92E-120
RNF6,-1.343579791,6.688073715,4.99E-121,1.18E-119
GAN,-1.275925764,7.530146469,6.45E-121,1.52E-119
ELMO1,-1.630235056,6.539785992,1.22E-120,2.87E-119
BAIAP2,-1.436768912,6.580282254,1.28E-120,3.01E-119
ENSA,-1.362196742,7.894953456,1.34E-120,3.15E-119
SERPINF1,1.687744982,5.127461698,1.82E-120,4.24E-119
NR6A1,1.230857467,8.335790723,7.93E-120,1.85E-118
B4GALT1,-1.382275465,8.937853359,1.17E-119,2.72E-118
XKRX,-5.689040731,2.069742617,1.30E-119,3.02E-118
OBSL1,-1.406276437,8.855373338,2.12E-119,4.91E-118
DHRS2,-2.981008771,3.413117948,2.28E-119,5.29E-118
SUPT6H,-1.321875067,7.267473522,3.91E-119,9.04E-118
PLCXD2,-2.796522465,3.368742321,4.14E-119,9.55E-118
ATP11A,-1.471607333,7.462250605,8.30E-119,1.91E-117
KIF17,-3.117899488,2.961273948,8.52E-119,1.96E-117
FAM13A,-1.437487238,6.194047596,9.26E-119,2.13E-117
ARL4C,-1.786303074,5.519889405,1.38E-118,3.17E-117
ELL,-1.302844527,7.466880832,1.44E-118,3.31E-117
PHOSPHO1,-4.349769844,3.054994363,1.66E-118,3.78E-117
ZNF165,-1.505108599,5.690497388,1.96E-118,4.48E-117
NMNAT2,2.199870647,5.064364948,2.55E-118,5.81E-117
ZNF362,1.689920541,5.329781147,2.90E-118,6.58E-117
FGFR2,1.450594781,6.634139717,3.77E-118,8.55E-117
CCL28,3.059582225,3.265777734,8.08E-118,1.83E-116
MFAP5,1.353797425,8.1857484,1.24E-117,2.81E-116
C1orf21,-1.241222937,7.611684615,1.85E-117,4.19E-116
KIF21A,-1.317314825,7.524342248,3.27E-117,7.37E-116
SEC61A1,-1.305337989,6.857487644,3.69E-117,8.29E-116
PXDC1,-1.201366084,9.174168939,4.19E-117,9.41E-116
OAT,1.414553281,6.493680049,5.62E-117,1.26E-115
PLS3,1.368439808,8.660689929,5.67E-117,1.27E-115
LOC101059948,-3.5805626,2.906511561,6.84E-117,1.53E-115
SPTBN1,1.21975585,9.246638676,7.77E-117,1.73E-115
DHX32,-1.625845738,6.116492496,1.49E-116,3.31E-115
RGL1,1.452966459,6.463133704,4.32E-116,9.61E-115
MAN1C1,-3.569420162,2.6500162,7.83E-116,1.74E-114
ARHGAP18,-1.417725353,7.608377336,8.25E-116,1.83E-114
C16orf74,-1.514213189,5.65978055,8.80E-116,1.95E-114
PDCD1LG2,3.747643871,2.817259356,1.49E-115,3.29E-114
TTC7B,-1.284747437,7.02194709,1.85E-115,4.07E-114
ISPD,2.226799968,3.992796229,4.71E-115,1.04E-113
ADCY2,-4.368817735,2.470426855,7.39E-115,1.62E-113
EPHB4,-1.305781923,9.995786031,9.39E-115,2.06E-113
CLCN3,-1.326497063,6.897701861,1.56E-114,3.41E-113
ISOC2,1.461050529,6.331290388,1.96E-114,4.29E-113
CACNG6,3.633031467,2.791394393,1.28E-113,2.80E-112
KCTD10,-1.669853608,5.496184148,3.20E-113,6.97E-112
RYK,1.523580286,5.96035627,4.93E-113,1.07E-111
MPZL1,1.147081821,9.20953384,6.63E-113,1.44E-111
ARPC5,1.237466259,8.371894929,6.65E-113,1.44E-111
ANXA8,1.953076876,4.513084512,7.60E-113,1.65E-111
ATP1B3,-1.326391711,7.896373889,9.86E-113,2.13E-111
FAM214A,-1.981067898,4.666758517,1.09E-112,2.36E-111
HDLBP,-1.130508233,10.63794866,3.49E-112,7.51E-111
GREM2,-2.898372344,3.264631133,3.88E-112,8.35E-111
PGC,-1.784847102,4.817926122,7.67E-112,1.65E-110
C8orf31,1.998125707,4.369242093,8.46E-112,1.82E-110
RIPK2,-1.924594182,4.884375103,2.42E-111,5.17E-110
GNAI2,-1.326866597,6.569319454,2.67E-111,5.72E-110
HCN2,-3.677059679,2.922611443,3.50E-111,7.47E-110
ERAP1,1.365253132,6.338581169,3.78E-111,8.05E-110
DPEP2NB,-4.974141858,2.271968264,3.98E-111,8.47E-110
ANXA6,1.348563361,6.555725029,5.61E-111,1.19E-109
ST6GAL1,1.299438911,6.617064295,6.34E-111,1.34E-109
NDST1,1.403311448,6.600699366,9.05E-111,1.92E-109
SMG8,-1.438414699,6.469863586,9.07E-111,1.92E-109
LHB,-3.637022699,3.279765036,1.98E-110,4.18E-109
DDX60,2.449075972,4.362333508,2.16E-110,4.54E-109
CREB5,-3.449056959,3.119381572,2.31E-110,4.86E-109
CSGALNACT1,-1.595509528,5.137576061,2.85E-110,5.98E-109
CNN2,1.348641856,6.882251979,3.45E-110,7.24E-109
CLDN4,1.217229421,8.916283308,4.91E-110,1.03E-108
ZRANB1,-1.34649665,6.633327782,5.64E-110,1.18E-108
PMEL,1.333087575,6.587041785,6.25E-110,1.30E-108
RBPMS,1.910165176,5.109522965,1.16E-109,2.42E-108
ROCK2,-1.222635956,7.276040739,1.76E-109,3.66E-108
CTSE,3.224438689,2.939128221,2.23E-109,4.62E-108
ARHGAP29,1.314908159,6.777910985,2.23E-109,4.63E-108
CTSV,1.220023046,7.777485017,2.60E-109,5.38E-108
MYOZ1,3.422276305,3.005666083,2.77E-109,5.72E-108
MED14,-1.964748014,5.696474217,3.14E-109,6.49E-108
FYTTD1,-1.473524294,5.831475835,5.78E-109,1.19E-107
MMP17,-3.860030493,2.771834597,7.31E-109,1.50E-107
SLC6A9,2.019254484,4.268760565,7.88E-109,1.62E-107
MMP15,-1.520958994,9.178707943,1.12E-108,2.29E-107
MSX2,-1.138063083,9.145175059,1.21E-108,2.47E-107
NCOA1,1.493969407,6.209195735,1.72E-108,3.52E-107
GCH1,1.427777343,6.280885658,1.75E-108,3.57E-107
SEMA5A,1.414215947,6.314146917,4.09E-108,8.34E-107
F2RL1,1.421665338,5.748712157,5.89E-108,1.20E-106
ZDHHC5,-1.139836798,8.219703307,4.59E-107,9.32E-106
CELSR1,1.742471409,5.285964167,4.70E-107,9.54E-106
JCAD,2.586842789,3.437204014,4.85E-107,9.83E-106
TP63,2.037777312,4.676384489,1.98E-106,4.01E-105
AJUBA,1.350082935,7.460873978,2.81E-106,5.68E-105
KCNK12,2.291727123,4.062642773,2.86E-106,5.77E-105
AP5B1,-1.369954779,7.213329054,2.98E-106,6.00E-105
CDK6,-1.915255439,4.222631566,3.33E-106,6.69E-105
SLC39A6,-1.473147199,7.298613535,3.90E-106,7.82E-105
C1QTNF6,1.590395449,6.183512157,4.03E-106,8.09E-105
PEBP1,1.174997622,7.658122691,5.05E-106,1.01E-104
DGCR6,-3.301855104,2.882894404,7.72E-106,1.54E-104
SH3BP5,-1.390266356,6.982260299,8.55E-106,1.71E-104
CLSTN3,1.589803788,5.67374389,1.27E-105,2.53E-104
EIF3B,-1.228813048,8.898288905,1.57E-105,3.11E-104
CA12,2.120909068,4.192595178,1.57E-105,3.12E-104
RPS6KA5,-1.424067929,5.705603672,1.69E-105,3.36E-104
DPEP2,-3.861345191,2.439941071,2.22E-105,4.40E-104
SLC5A5,1.768778198,4.873303772,2.94E-105,5.81E-104
CHRM5,1.995405721,4.324979092,4.26E-105,8.42E-104
PREB,-1.187273002,7.765443054,6.06E-105,1.20E-103
FAR2,-1.760625419,5.123304172,6.64E-105,1.31E-103
INPP5E,-1.790874848,6.650511713,9.30E-105,1.83E-103
HAND1,2.584737434,3.485468085,1.17E-104,2.29E-103
LRP8,-1.205095116,7.16318203,1.25E-104,2.44E-103
TAP1,1.176430945,7.667842445,1.68E-104,3.29E-103
TSC22D1,-1.162843061,7.438700645,2.25E-104,4.40E-103
A2ML1,2.572040641,3.364596423,3.59E-104,7.00E-103
GPR107,-1.214218482,7.303316382,6.98E-104,1.36E-102
AKT1S1,-1.59042821,6.420237842,9.26E-104,1.80E-102
ARHGAP20,-5.586643712,1.827319167,1.17E-103,2.27E-102
MYO18A,1.382371337,6.493878206,1.17E-103,2.27E-102
DDX4,-2.051172748,3.869248309,1.79E-103,3.47E-102
GOLGA4,-1.231521342,8.585749858,3.79E-103,7.33E-102
LASP1,1.12420573,8.654601548,5.23E-103,1.01E-101
SYNJ1,-1.746620332,5.566919953,5.29E-103,1.02E-101
RAP1B,-1.485406546,5.60741176,5.41E-103,1.04E-101
LRRC59,-1.099626283,8.536196639,5.70E-103,1.10E-101
NANS,-1.387401722,6.786524455,1.03E-102,1.98E-101
FAM89B,-1.558234299,5.246243237,1.19E-102,2.28E-101
SEMA6D,2.263344201,4.202996153,1.56E-102,2.99E-101
ISYNA1,1.335715499,7.736273223,1.71E-102,3.27E-101
LSM14B,-1.168645083,7.257024323,2.24E-102,4.27E-101
PDCD4,-1.928802693,4.415993429,2.37E-102,4.52E-101
PTDSS1,-1.27522564,6.562045954,4.01E-102,7.64E-101
ATP8B2,-3.144108261,2.806979121,7.46E-102,1.42E-100
BCL9L,-1.994063956,7.099025026,7.62E-102,1.45E-100
CSRP2,1.842432304,4.430917374,9.80E-102,1.86E-100
SEC62,-1.40310603,6.719408808,1.35E-101,2.56E-100
NDUFA6-AS1,2.756139621,3.254327423,1.39E-101,2.63E-100
CDK14,1.560591397,5.280414711,2.07E-101,3.90E-100
NR1H4,-4.987563543,2.284974736,2.85E-101,5.37E-100
PRRC2C,-1.600172913,9.372936442,3.40E-101,6.39E-100
DOCK4,-1.636189771,5.199650542,5.27E-101,9.91E-100
USO1,-1.239112959,7.362554364,1.35E-100,2.52E-99
ETS2,1.249907709,6.86870796,2.78E-100,5.20E-99
ARRDC3,-1.263944783,7.403211367,2.96E-100,5.54E-99
KANK4,1.386045938,5.990054922,6.83E-100,1.28E-98
DNPEP,1.34477835,6.344849747,8.18E-100,1.53E-98
TUFT1,-1.148453978,8.556278088,9.01E-100,1.68E-98
MYO10,-1.25872603,8.46183259,9.49E-100,1.77E-98
SLC23A2,1.147456941,8.450160151,9.89E-100,1.84E-98
FHOD3,2.070920045,3.979153613,9.97E-100,1.85E-98
SEC24A,-1.246595549,7.214638784,1.63E-99,3.02E-98
NR4A1,-1.530260163,5.251806768,1.86E-99,3.44E-98
RNF11,-1.252886414,7.151394835,2.91E-99,5.37E-98
TAP2,1.224355872,6.967700259,2.95E-99,5.45E-98
SLC9A1,-1.547790438,7.313465821,4.88E-99,9.00E-98
FABP7,2.605550932,3.407040942,6.84E-99,1.26E-97
IER5,-1.461639087,8.16566917,7.64E-99,1.40E-97
ZNF672,-1.164146687,7.753162393,9.49E-99,1.74E-97
KATNBL1,-1.529350907,5.825630047,1.36E-98,2.50E-97
MAP3K4,-1.136172036,7.48719628,1.57E-98,2.88E-97
RHPN1,-2.949029804,4.347614684,1.65E-98,3.01E-97
MOCOS,-1.881297714,4.432326665,2.77E-98,5.05E-97
CCNE1,-1.186243974,8.870566058,6.40E-98,1.17E-96
TCEAL1,1.958357057,4.346546298,6.72E-98,1.22E-96
TGFBR3,-1.069482438,8.507491796,6.85E-98,1.25E-96
MYDGF,-1.36366189,7.098979597,9.71E-98,1.76E-96
FLJ33534,3.810188953,2.56832834,1.02E-97,1.85E-96
EIF4G1,-1.266856401,10.00992039,1.13E-97,2.05E-96
LOC286059,-3.572231993,2.461474916,1.33E-97,2.41E-96
NFIL3,-1.500042359,5.619861396,1.44E-97,2.60E-96
COL6A1,-2.139323863,3.978672466,1.55E-97,2.79E-96
GPAT3,-3.16468716,2.745308553,1.76E-97,3.16E-96
TFAP2A,-1.886286081,4.779556522,3.31E-97,5.95E-96
AMOTL1,1.165064907,6.984829469,6.05E-97,1.09E-95
CRAT,1.638255575,5.185073295,6.96E-97,1.25E-95
SYVN1,-1.745249367,5.652794251,7.68E-97,1.37E-95
CYB5A,1.659221959,4.986467508,1.23E-96,2.19E-95
CORO2A,-1.129903097,7.560527324,1.30E-96,2.32E-95
S100A10,1.239004465,8.044017359,1.54E-96,2.75E-95
GMPPB,-1.455082759,5.844712193,1.73E-96,3.08E-95
L1CAM,1.903505208,4.549951488,2.26E-96,4.01E-95
BHLHA15,-3.195828941,2.896026243,2.98E-96,5.29E-95
CTDSPL,1.143748347,7.555333984,5.83E-96,1.03E-94
MPP1,-1.131618808,7.790862604,6.51E-96,1.15E-94
MEGF9,-1.259632109,6.427580966,6.85E-96,1.21E-94
PPP2R2D,-1.402358605,5.48437197,7.03E-96,1.24E-94
GORASP2,-1.345536661,7.75917169,1.01E-95,1.77E-94
QKI,-1.260212043,7.700343222,1.34E-95,2.36E-94
GLRX,-1.848151356,4.576912235,2.03E-95,3.56E-94
BCAS3,-1.355103898,5.843005583,2.16E-95,3.80E-94
TUBB4B,-1.057190683,9.590278488,3.55E-95,6.22E-94
EXTL2,1.427442564,6.148653794,7.92E-95,1.39E-93
ARHGAP40,2.500242211,3.582026906,9.63E-95,1.69E-93
ZNF888,-1.464950491,5.118983629,1.19E-94,2.08E-93
ANKRD33B,1.311348269,7.044460647,1.51E-94,2.64E-93
COMT,-1.987839165,3.979117176,1.60E-94,2.78E-93
CCDC141,4.662068725,2.139846971,2.08E-94,3.63E-93
EEF1A2,-1.465201788,5.759817084,4.26E-94,7.41E-93
PPARD,-1.191811411,7.70106682,4.39E-94,7.62E-93
CCNG1,1.329196183,8.220947267,4.83E-94,8.38E-93
GLCCI1,-1.905672848,4.334660024,5.83E-94,1.01E-92
MMP19,1.621071522,5.15119242,5.89E-94,1.02E-92
UPP1,1.470530313,5.282744925,7.49E-94,1.29E-92
LIN28A,4.069277915,2.274130177,9.23E-94,1.59E-92
TRIML1,2.241156952,3.891888709,1.02E-93,1.76E-92
UBE2B,-1.429983598,5.246715905,1.42E-93,2.43E-92
PPP1CB,-1.247329209,8.86707602,1.70E-93,2.93E-92
KRT18,-1.087047456,10.60207714,1.91E-93,3.28E-92
FAM98A,-1.339539992,5.792043461,2.47E-93,4.23E-92
COG3,-1.269780071,6.505517816,3.66E-93,6.27E-92
ARFGEF2,-1.085824616,8.112021068,4.59E-93,7.85E-92
ALG2,-1.216764861,6.859023706,8.87E-93,1.51E-91
PRKD2,-1.653391293,4.85027779,9.34E-93,1.59E-91
SOWAHC,1.434403102,5.319455127,9.42E-93,1.60E-91
NKAIN4,3.263358819,2.60460812,2.10E-92,3.57E-91
LOC102724084,3.625114973,2.585909388,2.25E-92,3.82E-91
AMOTL2,1.087596355,9.072914284,2.67E-92,4.52E-91
ZFP57,1.335557421,5.656949253,3.10E-92,5.25E-91
SHB,-1.787807659,4.811242462,3.76E-92,6.37E-91
ERBB3,-1.074187179,7.935514993,6.13E-92,1.04E-90
LIF,3.069938259,2.783740107,7.87E-92,1.33E-90
C6orf132,1.590884857,5.291307743,8.62E-92,1.45E-90
LBP,-6.34845924,1.78273554,9.25E-92,1.56E-90
SPNS3,2.988139286,3.457735645,1.05E-91,1.76E-90
FIP1L1,-1.153053119,7.892458462,1.56E-91,2.62E-90
PHGDH,1.34077669,6.161143998,1.92E-91,3.23E-90
WDR26,-1.250227858,7.249903247,2.32E-91,3.89E-90
TBCE,-1.33091473,5.871625665,3.59E-91,6.00E-90
SEMA4C,1.20229425,8.360314909,4.49E-91,7.50E-90
CKAP5,-1.051979546,8.365086041,4.50E-91,7.50E-90
AHR,-2.11938132,4.603632292,5.26E-91,8.76E-90
VASP,-1.112845051,8.300774679,5.79E-91,9.63E-90
COL23A1,1.7954299,4.378124592,8.36E-91,1.39E-89
UIMC1,1.328036841,5.77246263,1.03E-90,1.71E-89
MAZ,1.068056415,9.008248225,1.34E-90,2.22E-89
MCFD2,-1.182270609,8.283596312,1.56E-90,2.58E-89
WDR91,-1.536683467,5.028656869,1.58E-90,2.61E-89
PAPOLA,-1.100176994,9.452357799,1.78E-90,2.94E-89
TBC1D20,-1.202629828,6.327414997,3.29E-90,5.43E-89
SLC38A2,-1.117340947,9.004939945,3.57E-90,5.88E-89
DDX60L,1.667900274,4.982279901,4.78E-90,7.87E-89
BZW2,-1.229567535,8.394662992,5.77E-90,9.48E-89
TTLL4,-1.318650835,6.214116366,8.60E-90,1.41E-88
CD276,1.131884326,7.087061778,1.35E-89,2.22E-88
TMSB10,1.025399516,9.938421072,1.63E-89,2.68E-88
ABCA4,2.378140295,3.365375622,1.95E-89,3.19E-88
GMEB2,-1.246050562,6.260796471,3.11E-89,5.08E-88
ATP6V0A1,-1.30899622,5.572896857,4.39E-89,7.17E-88
GRHL1,-1.013652488,8.767632346,4.46E-89,7.27E-88
ZNF274,-1.259600816,6.030458787,5.26E-89,8.55E-88
CALB2,-2.697919707,2.847648928,6.76E-89,1.10E-87
ZNF516,1.87490254,4.145098484,7.06E-89,1.15E-87
CITED2,-1.05813283,8.945719288,7.15E-89,1.16E-87
FUT3,3.174011832,2.681401973,1.20E-88,1.94E-87
MED13,-1.096813071,8.702240931,1.25E-88,2.02E-87
ADAMTS6,-2.794681799,2.693323823,1.35E-88,2.19E-87
SLC30A2,-2.457046749,3.264009879,1.82E-88,2.93E-87
GLB1,1.15041236,6.621699187,2.25E-88,3.62E-87
MRAS,1.518155741,5.237844879,2.29E-88,3.69E-87
GAPDH,-1.027351393,12.45939081,2.35E-88,3.78E-87
EXOC3L1,2.696854733,3.120414545,2.70E-88,4.33E-87
USP16,-1.317752641,6.764232174,2.81E-88,4.51E-87
PKIB,-1.139566261,7.595841447,3.68E-88,5.90E-87
HIP1,1.485543106,5.119489553,3.91E-88,6.25E-87
MTMR11,2.113610531,3.666894725,3.92E-88,6.26E-87
SLC11A2,1.07472879,7.865819038,4.93E-88,7.87E-87
ZNF219,1.971819319,4.602084643,7.15E-88,1.14E-86
IL17C,-4.587175534,1.829612237,8.79E-88,1.40E-86
FBXW5,-1.186661862,9.428443819,1.11E-87,1.77E-86
RRAGC,-1.408126738,5.250181251,1.13E-87,1.80E-86
LATS2,-1.206047599,6.577201128,2.26E-87,3.59E-86
UBA7,2.530012626,3.073904892,4.16E-87,6.59E-86
PTP4A2,-1.121928631,7.649641504,4.30E-87,6.80E-86
ANXA4,-1.644739896,4.339976518,4.32E-87,6.83E-86
HEG1,1.156610555,6.816199814,5.60E-87,8.85E-86
ACACB,-1.798631371,4.455816163,6.95E-87,1.10E-85
ST8SIA4,-1.143561678,6.788965387,1.20E-86,1.89E-85
RASGRF2-AS1,2.088744845,4.0352283,1.62E-86,2.54E-85
RSAD2,-2.842812673,3.532780714,1.66E-86,2.61E-85
CGREF1,-3.499432993,2.512271579,1.69E-86,2.66E-85
ABCG2,1.208537808,7.647769723,1.84E-86,2.88E-85
MHENCR,-2.248163028,3.359923339,1.88E-86,2.95E-85
OTUD5,-1.152109922,6.485064931,2.01E-86,3.14E-85
HAVCR1,2.084561648,3.834432073,2.08E-86,3.25E-85
DENND2A,1.770882889,4.424841154,5.02E-86,7.82E-85
FAM129B,-1.294944301,10.3060231,6.62E-86,1.03E-84
NUFIP2,-1.183176966,8.658692483,7.89E-86,1.23E-84
PSMD2,-1.027974015,7.954710336,8.43E-86,1.31E-84
DPPA3,1.485666713,5.660192093,2.07E-85,3.22E-84
HSD17B1,-1.447877069,7.406498851,2.16E-85,3.36E-84
C14orf180,3.960954039,2.223926841,5.54E-85,8.58E-84
ID1,1.307529066,6.276093399,7.08E-85,1.09E-83
ALDH1B1,1.523930092,4.866473484,7.87E-85,1.22E-83
IFRD1,-1.267303908,7.017063134,2.52E-84,3.90E-83
MEX3D,-1.13827415,8.97648771,2.68E-84,4.13E-83
GSE1,-1.498813209,8.798813836,2.68E-84,4.13E-83
PSME2,1.277644153,5.790410465,2.72E-84,4.18E-83
CHPF,-1.069951327,8.813142297,2.74E-84,4.21E-83
TSC22D2,-1.386415898,6.238410338,3.67E-84,5.63E-83
ARFIP2,-1.212279265,6.514028236,3.73E-84,5.73E-83
ARHGEF18,1.247178219,6.901113155,6.51E-84,9.98E-83
SAMD4A,1.364806349,5.297568434,7.75E-84,1.18E-82
IMPDH1,1.375945785,5.577606482,7.94E-84,1.21E-82
VSIG10,1.314416116,5.662564816,8.76E-84,1.34E-82
CDC42EP1,-1.123223242,6.554987866,9.21E-84,1.40E-82
GBF1,-1.196621034,7.277985366,9.79E-84,1.49E-82
METTL7A,1.189410824,6.380980938,1.62E-83,2.46E-82
PAFAH1B3,1.527705906,4.761355324,1.92E-83,2.92E-82
JAM3,1.146997454,6.485915779,2.22E-83,3.37E-82
OLFML1,2.981403112,3.01354949,2.22E-83,3.37E-82
RBFOX2,1.184316269,6.70740255,2.69E-83,4.08E-82
STX5,-1.238799732,5.750344304,3.32E-83,5.01E-82
